SKU,Quantity
18113.15,278
18113.151,90
18113.152,94
18113.153,94
18113.42,125
18113.421,39
18113.422,42
18113.423,44
18113.60,721
18113.601,241
18113.602,239
18113.603,241
18136.15,264
18136.151,88
18136.152,87
18136.153,89
18136.42,109
18136.421,36
18136.422,35
18136.423,38
18136.60,608
18136.601,174
18136.602,222
18136.603,212
18163.15,261
18163.151,86
18163.152,91
18163.153,84
18163.30,265
18163.301,93
18163.302,90
18163.303,82
18163.42,124
18163.421,39
18163.422,41
18163.423,44
18163.60,647
18163.601,180
18163.602,235
18163.603,232
18199.01,449
18199.02,99
18199.03,98
1832.20,60
1832.201,47
1832.203,13
1832.30,255
1832.301,38
1832.303,161
1832.304,56
1832.44,309
1832.441,67
1832.442,112
1832.443,111
1832.444,19
1832.50,865
1832.501,419
1832.502,402
1832.503,44
1832.57,207
1832.571,49
1832.572,90
1832.573,36
1832.574,32
1832.60,594
1832.601,328
1832.602,162
1832.603,40
1832.604,64
1832.89,232
1832.891,65
1832.892,162
1832.893,5
1832.94,279
1832.941,122
1832.942,58
1832.943,42
1832.944,57
1834.14,412
1834.144,79
1834.145,333
1834.26,815
1834.262,84
1834.263,348
1834.264,276
1834.265,107
1834.46,51
1834.462,30
1834.465,21
1834.50,197
1834.502,5
1834.503,36
1834.505,156
1834.92,94
1834.922,2
1834.923,13
1834.924,79
1835.14,1
1835.143,1
1835.30,68
1835.303,68
1835.40,34
1835.403,34
1835.44,4
1835.444,4
1835.50,173
1835.501,19
1835.503,142
1835.504,12
1835.56,217
1835.561,110
1835.562,15
1835.563,92
1835.60,86
1835.603,86
1836.13,0
1836.131,0
1836.132,0
1836.133,0
1836.134,0
1836.135,0
1836.136,0
1836.14,191
1836.141,27
1836.142,22
1836.143,64
1836.144,29
1836.145,49
1836.146,0
1836.60,103
1836.601,8
1836.602,9
1836.603,24
1836.604,41
1836.605,21
1836.606,0
1837.13,0
1837.131,0
1837.132,0
1837.133,0
1837.134,0
1837.135,0
1837.136,0
1837.14,113
1837.141,14
1837.142,3
1837.143,32
1837.144,34
1837.145,30
1837.146,0
1837.30,75
1837.301,25
1837.302,0
1837.303,9
1837.304,23
1837.305,18
1837.60,96
1837.601,25
1837.602,14
1837.603,27
1837.604,19
1837.605,11
1837.606,0
1838.13,0
1838.130,0
1838.131,0
1838.132,0
1838.133,0
1838.134,0
1838.14,49
1838.140,25
1838.141,2
1838.142,0
1838.143,6
1838.144,16
1838.60,131
1838.600,23
1838.601,12
1838.602,6
1838.603,36
1838.604,54
1839.13,0
1839.130,0
1839.131,0
1839.132,0
1839.133,0
1839.134,0
1839.14,486
1839.140,201
1839.141,70
1839.142,110
1839.143,61
1839.144,44
1839.60,106
1839.600,0
1839.601,4
1839.602,47
1839.603,47
1839.604,8
1840.10,3
1840.100,0
1840.101,0
1840.102,0
1840.103,0
1840.104,3
1840.105,0
1840.106,0
1840.11,372
1840.110,0
1840.111,98
1840.112,82
1840.113,51
1840.114,70
1840.115,71
1840.116,0
1840.12,2
1840.120,0
1840.121,0
1840.122,0
1840.123,2
1840.124,0
1840.125,0
1840.126,0
1840.16,0
1840.160,0
1840.161,0
1840.162,0
1840.163,0
1840.164,0
1840.165,0
1840.166,0
1840.20,37
1840.201,1
1840.202,10
1840.203,1
1840.204,2
1840.205,23
1840.30,318
1840.300,0
1840.301,79
1840.302,80
1840.303,85
1840.304,33
1840.305,41
1840.306,0
1840.40,38
1840.400,0
1840.401,33
1840.402,1
1840.403,2
1840.404,1
1840.405,1
1840.406,0
1840.44,39
1840.440,0
1840.441,36
1840.442,0
1840.443,1
1840.444,1
1840.445,1
1840.446,0
1840.50,197
1840.500,0
1840.501,16
1840.502,52
1840.503,58
1840.504,50
1840.505,21
1840.506,0
1840.55,1
1840.550,0
1840.551,0
1840.552,0
1840.553,0
1840.554,1
1840.555,0
1840.556,0
1840.60,244
1840.600,0
1840.601,120
1840.602,30
1840.603,20
1840.604,20
1840.605,54
1840.606,0
1840.80,0
1840.800,0
1840.801,0
1840.802,0
1840.803,0
1840.804,0
1840.805,0
1840.806,0
1840.90,0
1840.900,0
1840.901,0
1840.902,0
1840.903,0
1840.904,0
1840.905,0
1840.906,0
1840.92,0
1840.920,0
1840.921,0
1840.922,0
1840.923,0
1840.924,0
1840.925,0
1840.926,0
1842.20,30
1842.204,2
1842.205,28
1842.30,358
1842.301,143
1842.302,68
1842.303,58
1842.304,51
1842.305,38
1842.40,338
1842.401,20
1842.402,190
1842.403,38
1842.404,64
1842.405,26
1842.44,515
1842.441,112
1842.442,138
1842.443,86
1842.444,122
1842.445,57
1842.50,143
1842.501,72
1842.502,16
1842.503,13
1842.504,4
1842.505,38
1842.90,0
1842.901,0
1842.902,0
1842.903,0
1842.904,0
1842.905,0
1846.14,2139
1846.20,5663
1846.30,1245
1846.40,13521
1846.50,4969
1846.60,21469
1846.70,3493
1846.80,5972
1846.90,6660
1846.91,1777
1847.10,738
1847.20,5583
1847.30,2238
1847.40,4907
1847.50,11233
1847.55,2660
1847.60,23067
1847.70,5519
1847.77,1748
1847.80,3283
1847.90,3817
1847.91,8299
1848.20,762
1848.30,3390
1848.50,3884
1848.60,3454
1848.70,7784
1848.80,831
1848.92,326
1848.94,3690
1849.13,4278
1849.14,2311
1849.21,1774
1849.30,2889
1849.44,6815
1849.50,3337
1849.67,4887
1849.71,1994
1849.90,1865
1871.44,218
1873.42,8
1873.50,5
1874.30,128
1874.304,74
1874.305,54
1874.44,57
1874.441,57
1874.50,621
1874.501,292
1874.503,329
1874.60,341
1874.601,52
1874.603,230
1874.605,59
1878.14,598
1878.141,2
1878.141v2,180
1878.142v2,188
1878.143v2,195
1878.144,12
1878.144v2,21
1878.20,717
1878.201,116
1878.201v2,72
1878.202,82
1878.202v2,63
1878.203,147
1878.203v2,77
1878.204,98
1878.204v2,62
1878.30,635
1878.301v2,0
1878.302v2,130
1878.303v2,337
1878.304v2,168
1878.40,666
1878.401,8
1878.401v2,185
1878.402v2,211
1878.403,7
1878.403v2,126
1878.404,9
1878.404v2,120
1878.44,534
1878.441v2,137
1878.442,70
1878.442v2,45
1878.443,63
1878.443v2,66
1878.444v2,153
1878.50,605
1878.501v2,134
1878.502v2,169
1878.503v2,151
1878.504,27
1878.504v2,124
1878.60,1414
1878.601v2,306
1878.602v2,408
1878.603v2,517
1878.604v2,183
1878.77,745
1878.771,59
1878.771v2,111
1878.772v2,181
1878.773,96
1878.773v2,161
1878.774,53
1878.774v2,84
1878.80,299
1878.801,18
1878.801v2,16
1878.802v2,77
1878.803v2,61
1878.804v2,127
1878.92,699
1878.921,100
1878.921v2,56
1878.922,85
1878.922v2,79
1878.923,129
1878.923v2,77
1878.924,96
1878.924v2,77
1878.94,1095
1878.941,382
1878.941v2,94
1878.942,280
1878.942v2,63
1878.943,23
1878.943v2,60
1878.944,102
1878.944v2,91
1879.30,235
1879.60,364
1882.00,52000
1882.33,118119
1882.60,79732
1883.50,46368
1883.60,61544
1883.90,925
1884.40,20066
1884.50,58779
1884.60,98736
1884.70,43463
1884.80,27308
1884.90,36009
1886.10,0
1886.102,0
1886.103,0
1886.104,0
1886.105,0
1886.106,0
1886.14,553
1886.142,0
1886.143,51
1886.144,73
1886.145,352
1886.146,77
1886.15,0
1886.152,0
1886.153,0
1886.154,0
1886.155,0
1886.156,0
1886.16,583
1886.162,0
1886.163,75
1886.164,183
1886.165,252
1886.166,73
1886.20,0
1886.202,0
1886.203,0
1886.204,0
1886.205,0
1886.206,0
1886.30,436
1886.302,76
1886.303,79
1886.304,78
1886.305,133
1886.306,70
1886.40,0
1886.402,0
1886.403,0
1886.404,0
1886.405,0
1886.406,0
1886.42,24
1886.424,24
1886.43,0
1886.432,0
1886.433,0
1886.434,0
1886.435,0
1886.436,0
1886.44,469
1886.442,0
1886.443,315
1886.444,44
1886.445,70
1886.446,40
1886.47,1297
1886.472,291
1886.473,251
1886.474,332
1886.475,264
1886.476,159
1886.50,235
1886.502,0
1886.503,56
1886.504,63
1886.505,56
1886.506,60
1886.56,0
1886.562,0
1886.563,0
1886.564,0
1886.565,0
1886.566,0
1886.57,0
1886.572,0
1886.573,0
1886.574,0
1886.575,0
1886.576,0
1886.60,783
1886.602,164
1886.603,146
1886.604,138
1886.605,131
1886.606,204
1886.77,201
1886.772,0
1886.773,25
1886.774,69
1886.775,68
1886.776,39
1886.80,436
1886.802,0
1886.803,181
1886.804,111
1886.805,109
1886.806,35
1886.88,0
1886.882,0
1886.883,0
1886.884,0
1886.885,0
1886.886,0
1886.90,194
1886.902,0
1886.903,68
1886.904,52
1886.905,38
1886.906,36
1886.94,238
1886.942,0
1886.943,10
1886.944,135
1886.945,45
1886.946,48
1886.99,0
1886.992,0
1886.993,0
1886.994,0
1886.995,0
1886.996,0
1887.10,0
1887.101,0
1887.102,0
1887.103,0
1887.104,0
1887.105,0
1887.11,0
1887.111,0
1887.112,0
1887.113,0
1887.114,0
1887.115,0
1887.30,357
1887.302,3
1887.303,164
1887.304,65
1887.305,125
1887.40,0
1887.401,0
1887.402,0
1887.403,0
1887.404,0
1887.405,0
1887.44,93
1887.441,0
1887.442,0
1887.443,0
1887.444,88
1887.445,5
1887.50,69
1887.502,46
1887.503,14
1887.504,2
1887.505,7
1887.60,730
1887.602,11
1887.603,309
1887.604,173
1887.605,237
18888.30,991
18888.40,1457
18888.50,1378
18888.60,1866
1889.38,1476
1889.46,802
1889.48,1460
1889.58,1313
1889.66,1481
1889.68,2795
1890.62,551
1890.621,100
1890.622,72
1890.623,208
1890.624,101
1890.625,70
1890.64,1229
1890.641,188
1890.642,309
1890.643,83
1890.644,558
1890.645,91
1890.65,1496
1890.651,124
1890.652,564
1890.653,315
1890.654,288
1890.655,205
1891.11,465
1891.111v2,60
1891.112,40
1891.112v2,68
1891.113,86
1891.113v2,60
1891.114,97
1891.114v2,54
1891.30,90
1891.301v2,0
1891.302v2,31
1891.303v2,0
1891.304v2,59
1891.40,34
1891.401v2,11
1891.402v2,0
1891.403,7
1891.403v2,2
1891.404,12
1891.404v2,2
1891.44,978
1891.441,12
1891.441v2,157
1891.442,105
1891.442v2,168
1891.443,214
1891.443v2,68
1891.444,176
1891.444v2,78
1891.47,333
1891.473,218
1891.474,115
1891.50,829
1891.501,186
1891.501v2,54
1891.502,11
1891.502v2,239
1891.503,144
1891.503v2,59
1891.504,50
1891.504v2,86
1891.51,295
1891.513,125
1891.514,170
1891.60,558
1891.601v2,132
1891.602v2,100
1891.603v2,67
1891.604v2,259
1893.11,1224
1893.111v2,273
1893.112v2,410
1893.113v2,289
1893.114v2,202
1893.115,19
1893.115v2,31
1893.30,455
1893.301v2,94
1893.302v2,105
1893.303v2,80
1893.304v2,96
1893.305v2,80
1893.40,365
1893.401v2,0
1893.402v2,0
1893.403v2,44
1893.404v2,163
1893.405v2,158
1893.44,775
1893.441v2,84
1893.442v2,288
1893.443v2,43
1893.444v2,256
1893.445v2,104
1893.47,24
1893.471,24
1893.50,392
1893.501,70
1893.501v2,6
1893.502v2,0
1893.503v2,151
1893.504,43
1893.504v2,113
1893.505,9
1893.505v2,0
1893.51,30
1893.511,26
1893.514,4
1893.60,254
1893.601v2,21
1893.602v2,59
1893.603v2,18
1893.604v2,16
1893.605v2,140
1895.10,0
1895.101,0
1895.102,0
1895.103,0
1895.104,0
1895.105,0
1895.11,334
1895.111,53
1895.112,58
1895.113,81
1895.114,71
1895.115,71
1895.14,179
1895.141,53
1895.142,63
1895.143,62
1895.144,0
1895.145,1
1895.15,21
1895.154,11
1895.155,10
1895.20,312
1895.201,118
1895.202,79
1895.203,108
1895.204,7
1895.205,0
1895.30,121
1895.301,31
1895.302,35
1895.303,55
1895.305,0
1895.40,0
1895.401,0
1895.402,0
1895.403,0
1895.404,0
1895.405,0
1895.42,141
1895.421,71
1895.422,62
1895.423,8
1895.425,0
1895.44,493
1895.441,147
1895.442,160
1895.443,100
1895.444,79
1895.445,7
1895.50,185
1895.501,65
1895.502,55
1895.503,65
1895.505,0
1895.56,217
1895.561,112
1895.562,20
1895.563,85
1895.564,0
1895.565,0
1895.59,0
1895.591,0
1895.592,0
1895.593,0
1895.594,0
1895.595,0
1895.60,414
1895.601,80
1895.602,132
1895.603,115
1895.604,25
1895.605,62
1895.77,337
1895.771,44
1895.772,106
1895.773,105
1895.774,82
1895.775,0
1895.80,146
1895.801,57
1895.802,39
1895.803,45
1895.804,5
1895.805,0
1895.92,279
1895.921,93
1895.922,40
1895.923,69
1895.924,73
1895.925,4
1895.94,396
1895.941,106
1895.942,125
1895.943,120
1895.944,45
1895.945,0
1895.99,0
1895.991,0
1895.992,0
1895.993,0
1895.994,0
1895.995,0
1898.10,500
1898.101,134
1898.102,103
1898.103,106
1898.104,79
1898.105,78
1898.11,671
1898.111,69
1898.112,86
1898.113,117
1898.114,97
1898.115,66
1898.116,45
1898.117,115
1898.118,76
1898.14,0
1898.141,0
1898.142,0
1898.143,0
1898.144,0
1898.145,0
1898.16,0
1898.161,0
1898.162,0
1898.163,0
1898.164,0
1898.165,0
1898.18,0
1898.181,0
1898.182,0
1898.183,0
1898.184,0
1898.185,0
1898.20,281
1898.201,44
1898.202,58
1898.203,38
1898.204,63
1898.205,78
1898.30,532
1898.301,88
1898.302,66
1898.303,49
1898.304,98
1898.305,81
1898.306,41
1898.307,31
1898.308,78
1898.40,482
1898.401,106
1898.402,43
1898.403,48
1898.404,22
1898.405,62
1898.406,114
1898.407,31
1898.408,56
1898.42,0
1898.421,0
1898.422,0
1898.423,0
1898.424,0
1898.425,0
1898.44,521
1898.441,74
1898.442,44
1898.443,82
1898.444,68
1898.445,68
1898.446,42
1898.447,66
1898.448,77
1898.50,553
1898.501,124
1898.502,47
1898.503,33
1898.504,36
1898.505,58
1898.506,84
1898.507,105
1898.508,66
1898.55,0
1898.551,0
1898.552,0
1898.553,0
1898.554,0
1898.555,0
1898.56,0
1898.561,0
1898.562,0
1898.563,0
1898.564,0
1898.565,0
1898.59,0
1898.591,0
1898.592,0
1898.593,0
1898.594,0
1898.595,0
1898.60,1053
1898.601,174
1898.602,267
1898.603,146
1898.604,153
1898.605,209
1898.606,28
1898.607,58
1898.608,18
1898.77,406
1898.771,162
1898.772,85
1898.773,44
1898.774,36
1898.775,79
1898.80,126
1898.801,21
1898.802,36
1898.803,27
1898.804,26
1898.805,16
1898.90,488
1898.901,147
1898.902,61
1898.903,117
1898.904,131
1898.905,32
1898.92,0
1898.921,0
1898.922,0
1898.923,0
1898.924,0
1898.925,0
1898.94,469
1898.941,83
1898.942,114
1898.943,103
1898.944,89
1898.945,80
1900.26,1276
1900.60,1122
1900.86,667
1901.64,20
1901.69,168
1902.30,3086
1902.60,5145
1903.40,1625
1903.50,1184
1903.90,2643
1907.30,1409
1907.34,1294
1907.54,2699
1907.77,688
1907.92,1312
1909.10,0
1909.100,0
1909.101,0
1909.102,0
1909.103,0
1909.104,0
1909.105,0
1909.106,0
1909.11,1
1909.110,0
1909.111,0
1909.112,0
1909.113,0
1909.114,1
1909.115,0
1909.116,0
1909.117,0
1909.20,83
1909.200,23
1909.201,34
1909.202,2
1909.203,0
1909.204,24
1909.205,0
1909.206,0
1909.29,63
1909.290,20
1909.291,13
1909.292,0
1909.293,4
1909.294,10
1909.295,16
1909.296,0
1909.30,1
1909.300,0
1909.301,0
1909.302,0
1909.303,1
1909.304,0
1909.305,0
1909.306,0
1909.307,0
1909.308,0
1909.40,104
1909.400,41
1909.401,14
1909.402,39
1909.403,8
1909.404,2
1909.405,0
1909.406,0
1909.407,0
1909.408,0
1909.44,230
1909.440,38
1909.441,100
1909.442,1
1909.443,33
1909.444,25
1909.445,16
1909.446,17
1909.50,79
1909.501,30
1909.502,29
1909.503,0
1909.504,20
1909.505,0
1909.506,0
1909.507,0
1909.508,0
1909.55,0
1909.550,0
1909.551,0
1909.552,0
1909.553,0
1909.554,0
1909.555,0
1909.556,0
1909.558,0
1909.58,0
1909.580,0
1909.581,0
1909.582,0
1909.583,0
1909.584,0
1909.585,0
1909.586,0
1909.59,33
1909.590,0
1909.591,0
1909.592,2
1909.593,0
1909.594,9
1909.595,11
1909.596,11
1909.78,0
1909.780,0
1909.781,0
1909.782,0
1909.783,0
1909.784,0
1909.785,0
1909.786,0
1909.89,107
1909.890,22
1909.891,4
1909.892,4
1909.893,24
1909.894,23
1909.895,18
1909.896,12
1909.90,16
1909.900,0
1909.901,1
1909.902,0
1909.903,0
1909.904,0
1909.905,0
1909.906,4
1909.907,0
1909.908,11
1909.99,0
1909.990,0
1909.991,0
1909.992,0
1909.993,0
1909.994,0
1909.995,0
1909.996,0
19100.30,0
19100.40,17
1910.44,74
1910.444,2
1910.445,43
1910.446,29
19104.60,1
19106.10,2
19106.30,3
19106.40,2
19106.50,2
19107.30,0
19107.60,0
19110.30,0
19110.40,0
19112.60,0
19113.30,3
19115.60,8
19117.30,0
19118.30,0
19118.60,0
19121.40,66
19121.70,263
19122.00,49
19122.30,296
19123.15,138
19123.20,0
19123.44,114
19123.90,0
1912.44,2186
19125.00,200
1912.53,3
1912.62,1723
1912.63,1519
1912.64,654
1912.65,6139
19126.70,130
1912.68,4450
1912.83,3530
1912.84,2326
1912.85,2253
1913,230
19130.30,0
19130.60,1
1917,357
19406,18
19407,36
19408,79
19409,73
19410,96
1958.30,10
1958.40,1772
19992.30,2083
19992.40,1529
19992.50,644
19992.60,1416
19993.30,1709
19993.60,1111
19994.30,2958
19994.60,756
19995.10,525
19995.45,148
20009.40,86
20009.50,470
20009.90,44
20011.40,268
20011.50,470
20011.90,403
20105.00,4
20105.10,4
20105.50,4
20105.60,3
20106.00,3
20106.11,3
20106.40,3
20106.60,4
20107.00,2
20107.10,3
20107.40,4
20107.50,4
20109.30,1726
20109.40,1676
20109.50,1183
20109.60,290
20110.15,99
20110.45,181
20111.50,421
20113.00,682
20114.40,298
20115.90,504
20116.40,416
20117.80,128
20118.40,272
20119.00,90
20120.00,357
2018.02,661
2019.02,506
20210.40,691
20210.55,497
20210.90,400
20211.40,695
20211.55,496
20211.90,397
20212.58,198
20212.580,29
20212.581,50
20212.582,50
20212.583,39
20212.584,30
20213.58,397
20214.58,397
20215.58,492
20215.582,194
20215.583,298
2024.11,877
2024.111,162
2024.112,206
2024.113,162
2024.114,206
2024.115,66
2024.116,75
2024.14,1046
2024.141,70
2024.142,81
2024.143,166
2024.144,189
2024.145,410
2024.146,130
2024.20,1355
2024.201,224
2024.202,279
2024.203,290
2024.204,285
2024.205,210
2024.206,67
2024.30,890
2024.301,87
2024.302,26
2024.303,125
2024.304,286
2024.305,279
2024.306,87
2024.40,852
2024.401,107
2024.402,354
2024.403,177
2024.404,70
2024.405,136
2024.406,8
2024.44,404
2024.441,159
2024.442,0
2024.443,1
2024.444,50
2024.445,101
2024.446,93
2024.50,974
2024.501,221
2024.502,265
2024.503,121
2024.504,149
2024.505,118
2024.506,100
2024.60,3988
2024.601,419
2024.602,681
2024.603,955
2024.604,1064
2024.605,548
2024.606,321
2024.77,648
2024.771,186
2024.772,107
2024.773,93
2024.774,93
2024.775,131
2024.776,38
2024.80,534
2024.801,92
2024.802,67
2024.803,153
2024.804,103
2024.805,73
2024.806,46
2024.94,670
2024.941,140
2024.942,134
2024.943,87
2024.944,126
2024.945,138
2024.946,45
2027.40,97
2028.20,717
2028.30,502
2028.40,1688
2028.50,10
2028.90,299
20360,0
20361,0
20363.90,0
20364.90,0
20365.10,0
20367.40,0
20368.01,0
20368.02,0
20369.40,0
20371.01,0
20371.03,0
20371.04,0
20372.77,0
20372.90,0
20373,0
2039,33
20418.01,0
20418.02,0
20418.03,0
2054.02,42
2054.03,32
2054.06,8
2054.07,30
20547.10,234
20547.11,436
20547.14,341
20547.15,261
20547.16,273
20547.17,279
20547.30,454
20547.49,266
20547.51,222
20547.56,276
20547.76,241
20547.88,264
20547.90,275
20548.10,259
20548.11,468
20548.14,289
20548.15,290
20548.16,294
20548.17,292
20548.30,601
20548.49,201
20548.51,250
20548.56,261
20548.76,291
20548.88,291
20548.90,216
2056,1833
2077,2709
2084.40,20
2084.401,10
2084.402,0
2084.403,0
2084.404,2
2084.405,2
2084.406,6
2084.407,0
2084.408,0
2084.50,129
2084.501,22
2084.502,15
2084.503,20
2084.504,32
2084.505,16
2084.506,24
2084.60,95
2084.601,15
2084.602,13
2084.603,19
2084.604,11
2084.605,21
2084.606,16
2084.92,91
2084.921,15
2084.922,15
2084.923,14
2084.924,15
2084.925,15
2084.926,17
2085.40,53
2085.400,11
2085.401,4
2085.402,0
2085.403,9
2085.404,14
2085.405,15
2085.50,74
2085.500,13
2085.501,11
2085.502,15
2085.503,12
2085.504,12
2085.505,11
2085.60,82
2085.600,16
2085.601,13
2085.602,14
2085.603,14
2085.604,14
2085.605,11
2085.92,95
2085.920,16
2085.921,16
2085.922,16
2085.923,16
2085.924,15
2085.925,16
2086,6423
21021.30,1897
21021.40,2748
21021.50,1771
21021.60,1367
2103.10,1963
2103.30,730
2104.32,107
2104.42,33
2104.62,0
2118.30,1931
2118.40,2765
2118.50,3129
2118.59,671
2118.90,1051
21276.30,2944
21276.40,4010
21276.60,2772
21276.64,4216
21278,4138
21397.14,161
21397.20,310
21397.40,446
21397.59,392
21397.60,427
21397.70,197
21397.90,300
21397.94,335
2169.20,670
2170.60,120
2172.30,51
2172.301,14
2172.302,10
2172.303,10
2172.304,10
2172.305,4
2172.306,3
2172.40,97
2172.401,40
2172.402,20
2172.403,13
2172.404,6
2172.405,13
2172.406,5
2172.44,47
2172.441,15
2172.442,14
2172.443,5
2172.444,5
2172.445,6
2172.446,2
2172.50,54
2172.501,12
2172.502,6
2172.503,9
2172.504,8
2172.505,5
2172.506,14
2172.60,61
2172.601,14
2172.602,3
2172.603,3
2172.604,11
2172.605,19
2172.606,11
2172.92,34
2172.921,5
2172.922,6
2172.923,2
2172.924,6
2172.925,4
2172.926,11
2173.30,100
2173.300,16
2173.301,10
2173.302,14
2173.303,28
2173.304,15
2173.305,17
2173.40,71
2173.400,6
2173.401,6
2173.402,19
2173.403,14
2173.404,11
2173.405,15
2173.44,100
2173.440,25
2173.441,35
2173.442,8
2173.443,8
2173.444,7
2173.445,17
2173.50,39
2173.500,8
2173.501,9
2173.502,4
2173.503,4
2173.504,7
2173.505,7
2173.60,52
2173.600,9
2173.601,5
2173.602,8
2173.603,13
2173.604,7
2173.605,10
2173.92,75
2173.920,13
2173.921,16
2173.922,0
2173.923,16
2173.924,16
2173.925,14
2177.14,56
2177.92,80
2180.40,1296
2182.40,678
2182.50,642
2184.40,527
2184.50,544
2209.40,450
2209.401,11
2209.402,439
2209.44,300
2209.442,300
2211.40,717
2211.50,16
2218.40,153
2218.50,150
2222.40,44
22.30,511
2246,386
22.50,952
22.60,1790
22.66,4109
2266.68,4359
2267.50,20666
2267.60,71
2273.44,211
2274.40,64
2274.44,176
2274.50,201
230,3694
2305.11,48
2305.110,10
2305.111,1
2305.112,0
2305.113,16
2305.114,12
2305.115,9
2305.30,128
2305.300,54
2305.301,13
2305.302,1
2305.303,2
2305.304,19
2305.305,39
2305.40,41
2305.400,29
2305.401,3
2305.402,0
2305.403,0
2305.404,0
2305.405,9
2305.44,119
2305.440,1
2305.441,34
2305.442,7
2305.443,24
2305.444,28
2305.445,25
2305.50,45
2305.500,30
2305.501,10
2305.502,0
2305.503,1
2305.504,3
2305.505,1
2305.60,48
2305.600,13
2305.601,11
2305.602,2
2305.603,1
2305.604,9
2305.605,12
2307.41,294
2307.51,371
2307.61,678
2310.32,80
2310.61,385
2310.62,442
23.30,717
23322.20,8373
23322.30,18231
23322.35,15120
23322.40,23645
23322.50,15120
23322.70,4810
23322.80,4233
23322.90,19031
23.40,3256
23.41,18
23.50,2401
23.60,3969
2386.11,413
2386.30,446
2386.40,161
2386.44,1487
2386.50,816
2387.14,824
2387.20,472
2387.30,454
2387.40,755
2387.44,580
2387.50,449
2387.60,174
2387.80,863
2387.94,818
23.90,1545
2392.10,1415
2392.30,1558
2392.40,1377
2392.50,7
2396.40,1077
2396.50,1368
2396.90,1381
2397.40,1342
2397.50,1452
2398.40,132
2398.50,0
2398.90,1064
2399.40,1083
2399.50,998
2399.90,339
2400.20,19
2400.203,19
2400.50,118
2400.501,3
2400.502,115
2400.92,287
2400.921,81
2400.922,117
2400.923,89
2401.10,0
2401.100,0
2401.101,0
2401.102,0
2401.103,0
2401.104,0
2401.105,0
2401.11,240
2401.110,82
2401.111,26
2401.112,26
2401.113,28
2401.114,49
2401.115,29
2401.14,173
2401.140,0
2401.141,25
2401.142,42
2401.143,26
2401.144,46
2401.145,34
2401.16,0
2401.160,0
2401.161,0
2401.162,0
2401.163,0
2401.164,0
2401.165,0
2401.20,189
2401.200,0
2401.201,35
2401.202,37
2401.203,29
2401.204,29
2401.205,59
2401.30,43
2401.300,19
2401.301,0
2401.302,0
2401.303,0
2401.304,0
2401.305,24
2401.40,186
2401.400,35
2401.401,36
2401.402,30
2401.403,22
2401.404,36
2401.405,27
2401.42,139
2401.420,2
2401.421,39
2401.422,24
2401.423,38
2401.424,36
2401.425,0
2401.44,125
2401.440,18
2401.441,48
2401.442,1
2401.443,26
2401.444,10
2401.445,22
2401.50,280
2401.500,41
2401.501,93
2401.502,9
2401.503,18
2401.504,58
2401.505,61
2401.57,0
2401.570,0
2401.571,0
2401.572,0
2401.573,0
2401.574,0
2401.575,0
2401.59,172
2401.590,11
2401.591,12
2401.592,17
2401.593,43
2401.594,80
2401.595,9
2401.60,145
2401.600,24
2401.601,12
2401.602,16
2401.603,11
2401.604,58
2401.605,24
2401.77,143
2401.770,33
2401.771,34
2401.772,0
2401.773,3
2401.774,29
2401.775,44
2401.89,103
2401.890,9
2401.891,4
2401.892,16
2401.893,9
2401.894,7
2401.895,58
2401.92,179
2401.920,31
2401.921,35
2401.922,21
2401.923,39
2401.924,27
2401.925,26
2401.99,0
2401.990,0
2401.991,0
2401.992,0
2401.993,0
2401.994,0
2401.995,0
2462.60,2257
2463.60,1982
24770.60,2997
2497.11,478
2497.111,185
2497.112,133
2497.113,115
2497.114,45
2497.14,277
2497.141,49
2497.142,98
2497.143,56
2497.144,74
2497.20,335
2497.201,79
2497.202,80
2497.203,81
2497.204,95
2497.30,109
2497.301,4
2497.302,0
2497.303,67
2497.304,38
2497.40,230
2497.401,5
2497.402,43
2497.403,106
2497.404,76
2497.44,472
2497.441,56
2497.442,173
2497.443,114
2497.444,129
2497.50,444
2497.501,178
2497.502,42
2497.503,120
2497.504,104
2497.60,765
2497.601,189
2497.602,280
2497.603,141
2497.604,155
2497.77,193
2497.771,81
2497.772,3
2497.773,44
2497.774,65
2497.80,182
2497.801,25
2497.802,40
2497.803,59
2497.804,58
2497.94,244
2497.941,54
2497.942,89
2497.943,35
2497.944,66
2498.40,838
2498.50,1003
2498.70,1741
2498.90,1990
25,2463
2502.14,514
2502.141,72
2502.142,115
2502.143,141
2502.144,52
2502.145,134
2502.30,345
2502.301,45
2502.302,32
2502.303,89
2502.304,82
2502.305,97
2502.40,1524
2502.401,202
2502.402,347
2502.403,402
2502.404,362
2502.405,211
2502.50,731
2502.501,70
2502.502,126
2502.503,208
2502.504,165
2502.505,162
2502.60,865
2502.601,117
2502.602,218
2502.603,286
2502.604,53
2502.605,191
2502.90,822
2502.901,42
2502.902,127
2502.903,240
2502.904,267
2502.905,146
2504.14,1125
2504.141,118
2504.142,242
2504.143,301
2504.144,194
2504.145,270
2504.20,1192
2504.201,150
2504.202,186
2504.203,244
2504.204,273
2504.205,339
2504.30,623
2504.301,225
2504.302,130
2504.303,143
2504.304,125
2504.305,0
2504.44,808
2504.441,123
2504.442,111
2504.443,189
2504.444,234
2504.445,151
2504.50,285
2504.501,125
2504.502,155
2504.503,5
2504.504,0
2504.505,0
2504.60,1372
