SKU,Quantity
02899312XXL,8
02899319,58
02899319L,13
02899319M,12
02899319S,16
02899319XL,9
02899319XXL,8
02899351,73
02899351L,7
02899351M,40
02899351S,3
02899351XL,10
02899351XXL,13
02914140TUN,49
02914145TUN,36
02914241TUN,47
02914272TUN,46
02914281TUN,48
02914301TUN,33
02914319TUN,47
02914321TUN,30
02914370TUN,46
02914400TUN,40
02916319,90
029163193XL,1
02916319L,3
02916319M,17
02916319S,42
02916319XL,0
02916319XXL,27
02917312,76
02917312038,16
02917312040,16
02917312042,15
02917312044,13
02917312046,16
02917319,76
02917319038,19
02917319040,14
02917319042,16
02917319044,16
02917319046,11
02918250,157
02918250036,4
02918250038,48
02918250040,51
02918250042,54
02918312,223
02918312036,11
02918312038,28
02918312040,46
02918312042,69
02918312044,69
02918319,185
02918319036,0
02918319038,44
02918319040,27
02918319042,50
02918319044,64
02918319046,0
02937319,53
02937319L,12
02937319M,8
02937319S,10
02937319XL,14
02937319XXL,9
02942108,134
02942108L,20
02942108M,0
02942108S,24
02942108XL,80
02942108XXL,10
02942109,197
02942109L,14
02942109M,0
02942109S,29
02942109XL,46
02942109XXL,108
02942904,234
029429043XL,86
02942904L,9
02942904M,4
02942904S,30
02942904XL,66
02942904XXL,39
02942907,368
02942907L,60
02942907M,88
02942907S,67
02942907XL,59
02942907XXL,94
02942987,113
02942987L,0
02942987M,25
02942987S,0
02942987XL,73
02942987XXL,15
02943108,153
02943108L,21
02943108M,15
02943108S,20
02943108XL,49
02943108XXL,48
02943109,138
02943109L,19
02943109M,18
02943109S,0
02943109XL,49
02943109XXL,52
02943904,1052
02943904L,203
02943904M,255
02943904S,348
02943904XL,146
02943904XXL,100
02943907,74
02943907L,11
02943907M,5
02943907S,8
02943907XL,21
02943907XXL,29
02943987,240
02943987L,52
02943987M,19
02943987S,35
02943987XL,66
02943987XXL,68
02949102,109
02949102L,5
02949102M,27
02949102S,47
02949102XL,15
02949102XXL,15
02949241,147
02949241L,26
02949241M,23
02949241S,34
02949241XL,17
02949241XXL,47
02949319,287
029493193XL,67
02949319L,37
02949319M,42
02949319S,58
02949319XL,41
02949319XXL,42
02950102,92
02950102L,10
02950102M,2
02950102S,4
02950102XL,36
02950102XXL,40
02950241,175
02950241L,40
02950241M,24
02950241S,35
02950241XL,42
02950241XXL,34
02950319,143
02950319L,30
02950319M,25
02950319S,27
02950319XL,26
02950319XXL,35
02990102,246
02990102L,31
02990102M,35
02990102S,34
02990102XL,38
02990102XS,51
02990102XXL,57
02990143,570
02990143L,64
02990143M,165
02990143S,93
02990143XL,74
02990143XS,124
02990143XXL,50
02990145,0
029901453XL,0
02990145L,0
02990145M,0
02990145S,0
02990145XL,0
02990145XS,0
02990145XXL,0
02990148,0
029901483XL,0
02990148L,0
02990148M,0
02990148S,0
02990148XL,0
02990148XS,0
02990148XXL,0
02990222,0
029902223XL,0
02990222L,0
02990222M,0
02990222S,0
02990222XL,0
02990222XS,0
02990222XXL,0
02990241,0
029902413XL,0
02990241L,0
02990241M,0
02990241S,0
02990241XL,0
02990241XS,0
02990241XXL,0
02990251,144
029902513XL,0
02990251L,24
02990251M,22
02990251S,24
02990251XL,25
02990251XS,24
02990251XXL,25
02990300,140
029903003XL,0
02990300L,42
02990300M,35
02990300S,18
02990300XL,23
02990300XS,22
02990300XXL,0
02990312,187
02990312L,35
02990312M,23
02990312S,38
02990312XL,42
02990312XS,27
02990312XXL,22
02990319,0
029903193XL,0
02990319L,0
02990319M,0
02990319S,0
02990319XL,0
02990319XS,0
02990319XXL,0
02990348,0
029903483XL,0
02990348L,0
02990348M,0
02990348S,0
02990348XL,0
02990348XS,0
02990348XXL,0
02990360,264
029903603XL,19
02990360L,43
02990360M,39
02990360S,58
02990360XL,31
02990360XS,43
02990360XXL,31
02991102,275
029911023XL,71
02991102L,40
02991102M,36
02991102S,38
02991102XL,35
02991102XS,26
02991102XXL,29
02991143,705
029911433XL,74
02991143L,214
02991143M,126
02991143S,57
02991143XL,91
02991143XS,45
02991143XXL,98
02991145,0
029911453XL,0
02991145L,0
02991145M,0
02991145S,0
02991145XL,0
02991145XS,0
02991145XXL,0
02991148,0
029911483XL,0
02991148L,0
02991148M,0
02991148S,0
02991148XL,0
02991148XS,0
02991148XXL,0
02991222,182
02991222L,47
02991222M,45
02991222S,25
02991222XL,46
02991222XS,19
02991241,0
029912413XL,0
02991241L,0
02991241M,0
02991241S,0
02991241XL,0
02991241XS,0
02991241XXL,0
02991251,724
029912513XL,75
02991251L,305
02991251M,42
02991251S,29
02991251XL,74
02991251XS,104
02991251XXL,95
02991300,103
029913003XL,0
02991300L,35
02991300M,32
02991300S,12
02991300XL,10
02991300XS,14
02991300XXL,0
02991312,144
029913123XL,49
02991312L,0
02991312M,0
02991312S,5
02991312XL,10
02991312XS,50
02991312XXL,30
02991319,154
02991319L,31
02991319M,30
02991319S,22
02991319XL,26
02991319XS,45
02991348,0
029913483XL,0
02991348L,0
02991348M,0
02991348S,0
02991348XL,0
02991348XS,0
02991348XXL,0
02991360,304
029913603XL,52
02991360L,46
02991360M,34
02991360S,31
02991360XL,32
02991360XS,33
02991360XXL,76
02998110,104
029981103XL,25
02998110L,16
02998110M,20
02998110S,15
02998110XL,11
02998110XS,9
02998110XXL,8
02998113,211
029981133XL,21
02998113L,33
02998113M,40
02998113S,17
02998113XL,56
02998113XS,7
02998113XXL,37
02998904,165
029989043XL,21
02998904L,27
02998904M,26
02998904S,20
02998904XL,19
02998904XS,22
02998904XXL,30
02999102,713
02999102L,117
02999102M,196
02999102S,208
02999102XL,39
02999102XS,122
02999102XXL,31
02999309,161
02999309L,39
02999309M,20
02999309S,17
02999309XL,25
02999309XS,44
02999309XXL,16
03090162,0
030901623XL,0
030901624XL,0
03090162L,0
03090162M,0
03090162S,0
03090162XL,0
03090162XXL,0
03090232,0
030902323XL,0
030902324XL,0
03090232L,0
03090232M,0
03090232S,0
03090232XL,0
03090232XXL,0
03090241,0
030902413XL,0
030902414XL,0
03090241L,0
03090241M,0
03090241S,0
03090241XL,0
03090241XXL,0
03090266,129
030902663XL,9
030902664XL,9
03090266L,22
03090266M,26
03090266S,10
03090266XL,24
03090266XXL,29
03090312,66
030903123XL,9
030903124XL,10
03090312L,11
03090312M,10
03090312S,10
03090312XL,8
03090312XXL,8
03090370,0
030903703XL,0
030903704XL,0
03090370L,0
03090370M,0
03090370S,0
03090370XL,0
03090370XXL,0
03092102TUN,580
03092145TUN,656
03092241TUN,897
03092264TUN,858
03092312TUN,96
03092319TUN,488
03092908TUN,890
03092911TUN,835
03092912TUN,863
03092917TUN,361
03093102TUN,48
03093143TUN,262
03093145TUN,0
03093146TUN,0
03093241TUN,0
03093264TUN,0
03093312TUN,1
03093319TUN,0
03093342TUN,0
03093384TUN,132
03094102TUN,199
03094129TUN,341
03094140TUN,62
03094145TUN,191
03094241TUN,222
03094280TUN,194
03094306TUN,194
03094312TUN,158
03094319TUN,165
03094321TUN,198
03094342TUN,171
03094400TUN,98
03095101TUN,197
03095102TUN,499
03095143TUN,195
03095251TUN,187
03095319TUN,432
03095342TUN,196
03095384TUN,198
03096101TUN,198
03096102TUN,395
03096143TUN,241
03096251TUN,44
03096319TUN,196
03096342TUN,197
03096384TUN,197
03097101TUN,98
03097102TUN,97
03097143TUN,100
03097251TUN,100
03097319TUN,98
03097342TUN,98
03097384TUN,99
03099904,0
030999043XL,0
03099904L,0
03099904M,0
03099904S,0
03099904XL,0
03099904XXL,0
03099912,0
030999123XL,0
03099912L,0
03099912M,0
03099912S,0
03099912XL,0
03099912XXL,0
03100904,0
03100904L,0
03100904M,0
03100904S,0
03100904XL,0
03100904XXL,0
03100912,0
03100912L,0
03100912M,0
03100912S,0
03100912XL,0
03100912XXL,0
03101904,0
0310190404A,0
0310190406A,0
0310190408A,0
0310190410A,0
0310190412A,0
03101912,0
0310191204A,0
0310191206A,0
0310191208A,0
0310191210A,0
0310191212A,0
03102102,294
0310210204A,39
0310210206A,64
0310210208A,72
0310210210A,64
0310210212A,55
03102143,171
0310214304A,38
0310214306A,34
0310214308A,35
0310214310A,33
0310214312A,31
03102167,0
0310216704A,0
0310216706A,0
0310216708A,0
0310216710A,0
0310216712A,0
03102241,0
0310224104A,0
0310224106A,0
0310224108A,0
0310224110A,0
0310224112A,0
03102251,144
0310225104A,35
0310225106A,33
0310225108A,30
0310225110A,27
0310225112A,19
03102309,0
0310230904A,0
0310230906A,0
0310230908A,0
0310230910A,0
0310230912A,0
03102319,0
0310231904A,0
0310231906A,0
0310231908A,0
0310231910A,0
0310231912A,0
03102323,169
0310232304A,36
0310232306A,35
0310232308A,33
0310232310A,33
0310232312A,32
03102350,0
0310235004A,0
0310235006A,0
0310235008A,0
0310235010A,0
0310235012A,0
03102381,0
0310238104A,0
0310238106A,0
0310238108A,0
0310238110A,0
0310238112A,0
03103102,93
03103102L,10
03103102M,1
03103102S,0
03103102XL,22
03103102XS,38
03103102XXL,22
03103143,183
03103143L,44
03103143M,37
03103143S,31
03103143XL,20
03103143XS,30
03103143XXL,21
03103145,0
03103145L,0
03103145M,0
03103145S,0
03103145XL,0
03103145XS,0
03103145XXL,0
03103148,0
03103148L,0
03103148M,0
03103148S,0
03103148XL,0
03103148XS,0
03103148XXL,0
03103222,0
03103222L,0
03103222M,0
03103222S,0
03103222XL,0
03103222XS,0
03103222XXL,0
03103241,0
03103241L,0
03103241M,0
03103241S,0
03103241XL,0
03103241XS,0
03103241XXL,0
03103251,211
03103251L,43
03103251M,41
03103251S,43
03103251XL,20
03103251XS,45
03103251XXL,19
03103300,170
03103300L,45
03103300M,46
03103300S,18
03103300XL,22
03103300XS,17
03103300XXL,22
03103312,114
03103312L,20
03103312M,11
03103312S,17
03103312XL,22
03103312XS,22
03103312XXL,22
03103319,0
03103319L,0
03103319M,0
03103319S,0
03103319XL,0
03103319XS,0
03103319XXL,0
03103348,0
03103348L,0
03103348M,0
03103348S,0
03103348XL,0
03103348XS,0
03103348XXL,0
03103360,126
03103360L,22
03103360M,18
03103360S,21
03103360XL,21
03103360XS,22
03103360XXL,22
03104102,243
03104102L,50
03104102M,46
03104102S,49
03104102XL,25
03104102XS,48
03104102XXL,25
03104143,241
03104143L,50
03104143M,46
03104143S,46
03104143XL,25
03104143XS,49
03104143XXL,25
03104145,0
03104145L,0
03104145M,0
03104145S,0
03104145XL,0
03104145XS,0
03104145XXL,0
03104148,0
03104148L,0
03104148M,0
03104148S,0
03104148XL,0
03104148XS,0
03104148XXL,0
03104151,184
03104151L,23
03104151M,49
03104151S,44
03104151XL,23
03104151XS,22
03104151XXL,23
03104222,0
03104222L,0
03104222M,0
03104222S,0
03104222XL,0
03104222XS,0
03104222XXL,0
03104241,0
03104241L,0
03104241M,0
03104241S,0
03104241XL,0
03104241XS,0
03104241XXL,0
03104251,232
03104251L,49
03104251M,44
03104251S,45
03104251XL,25
03104251XS,45
03104251XXL,24
03104300,145
03104300L,25
03104300M,23
03104300S,22
03104300XL,25
03104300XS,25
03104300XXL,25
03104312,147
03104312L,25
03104312M,22
03104312S,25
03104312XL,25
03104312XS,25
03104312XXL,25
03104319,0
03104319L,0
03104319M,0
03104319S,0
03104319XL,0
03104319XS,0
03104319XXL,0
03104348,0
03104348L,0
03104348M,0
03104348S,0
03104348XL,0
03104348XS,0
03104348XXL,0
03104360,146
03104360L,25
03104360M,25
03104360S,22
03104360XL,25
03104360XS,24
03104360XXL,25
03107162,0
03107162L,0
03107162M,0
03107162S,0
03107162XL,0
03107162XXL,0
03107232,0
03107232L,0
03107232M,0
03107232S,0
03107232XL,0
03107232XXL,0
03107241,0
03107241L,0
03107241M,0
03107241S,0
03107241XL,0
03107241XXL,0
03107266,46
03107266L,10
03107266M,7
03107266S,10
03107266XL,10
03107266XXL,9
03107312,47
03107312L,9
03107312M,9
03107312S,9
03107312XL,10
03107312XXL,10
03107370,0
03107370L,0
03107370M,0
03107370S,0
03107370XL,0
03107370XXL,0
03108534,228
031085343XL,0
031085344XL,0
03108534L,45
03108534M,45
03108534S,47
03108534XL,47
03108534XXL,44
03108877,0
031088773XL,0
031088774XL,0
03108877L,0
03108877M,0
03108877S,0
03108877XL,0
03108877XXL,0
03108878,0
031088783XL,0
031088784XL,0
03108878L,0
03108878M,0
03108878S,0
03108878XL,0
03108878XXL,0
03108879,0
031088793XL,0
031088794XL,0
03108879L,0
03108879M,0
03108879S,0
03108879XL,0
03108879XXL,0
03108907,232
031089073XL,0
031089074XL,0
03108907L,47
03108907M,48
03108907S,46
03108907XL,46
03108907XXL,45
03108964,0
031089643XL,0
031089644XL,0
03108964L,0
03108964M,0
03108964S,0
03108964XL,0
03108964XXL,0
03109534,230
031095343XL,0
03109534L,47
03109534M,41
03109534S,49
03109534XL,47
03109534XXL,46
03109877,0
031098773XL,0
03109877L,0
03109877M,0
03109877S,0
03109877XL,0
03109877XXL,0
03109878,0
031098783XL,0
03109878L,0
03109878M,0
03109878S,0
03109878XL,0
03109878XXL,0
03109879,0
031098793XL,0
03109879L,0
03109879M,0
03109879S,0
03109879XL,0
03109879XXL,0
03109907,204
031099073XL,0
03109907L,44
03109907M,32
03109907S,37
03109907XL,45
03109907XXL,46
03109964,0
031099643XL,0
03109964L,0
03109964M,0
03109964S,0
03109964XL,0
03109964XXL,0
10016,729
10017.13,0
10017.59,0
10018.10,0
10018.11,0
10018.20,0
10018.40,0
10018.80,0
10019.13,0
10019.14,0
10019.42,0
10019.55,0
10019.57,0
10019.59,0
10020.14,0
10020.45,0
10021.10,0
10022.11,0
100227.02,15
100227.03,37
10023.42,0
10027,80
10028,97
10030,23
10032,19
10038.10,493
10038.30,1327
10038.50,930
10057.17,754
10058.17,107
10059.17,335
10062.40,547
10063.40,941
10064.40,7
10064.402,7
10065.40,137
10067.10,712
10067.20,279
10067.40,1643
10067.50,579
10067.70,444
10068.11,78
10068.111,13
10068.112,13
10068.113,18
10068.114,20
10068.115,14
10068.30,35
10068.301,11
10068.302,4
10068.303,1
10068.304,10
10068.305,9
10069.40,39
10069.401,7
10069.402,3
10069.403,2
10069.404,16
10069.405,11
10071.10,712
10071.20,279
10071.40,1703
10071.50,579
10071.70,444
10072.40,665
10072.55,381
10073.00,1527
10076.01,204
10076.02,958
10076.04,24
10076.05,418
10077.50,521
10077.500,125
10077.501,125
10077.502,85
10077.503,88
10077.504,98
10078,796
10079,319
10080,471
10081,793
10082,2515
10084.10,922
10087,1380
10088,667
10089,1540
10090,235
10091.10,12
10091.11,42
10097.01,19702
10100.10,20
10100.40,1
10100.55,85
10100.60,104
10100.90,10
10101.30,1049
10101.40,2815
10101.50,1451
10102.30,703
10102.40,1342
10102.50,925
10103,10
10104.30,553
10106.10,416
10106.30,1561
10106.40,1472
10109.30,35
10109.301,10
10109.302,4
10109.304,8
10109.305,13
10109.40,24
10109.401,10
10109.404,1
10109.405,13
10110.20,2688
10110.40,1877
10110.50,4074
10110.60,2920
10110.64,1529
10110.65,4020
10110.69,1304
10110.90,3028
10111.01,128
10111.02,0
10111.03,158
10119.30,2
10119.305,2
10120.40,153
10120.50,153
10120.90,153
10121.11,178
10121.14,178
10121.60,178
10122.10,178
10122.40,178
10122.60,178
10124,17
10125.60,2
10126.30,34
10127,88
10128,162
10130,106
10131.30,69
10132.30,7
10134,196
10135,30
10136,138
10137,39
10139.30,12
10139.301,1
10139.303,7
10139.304,1
10139.305,3
10140,253
10145.04,2426
10147.15,387
10147.20,284
10147.30,2065
10147.40,1735
10147.50,1422
10147.60,1691
10148,17
10149.21,284
10149.31,686
10149.41,390
10149.51,686
10149.56,387
10149.90,70
10150.20,684
10150.30,684
10150.40,684
10150.44,684
10150.50,684
10150.70,684
10151.03,235
10152,541
10153,602
10154,0
10155,383
10156,253
10157.02,235
10158,235
10162,1952
10163,144
10164,1220
10165,1882
10166.30,267
10167.60,385
10168.00,186
10170,1435
10171,1685
10172.20,3364
10172.40,3738
10172.50,2146
10172.90,2936
10173.20,871
10173.40,871
10173.50,1633
10173.90,8
10178,0
10179.30,223
10180,68
10182,684
10184.30,17
10184.59,1
10185.30,5
10185.59,13
10186.30,7
10187.30,5
10187.59,5
10187.60,16
10188.30,5
10188.59,9
10189.00,4
10190.00,8
10191.00,10
10192.30,132
10194.30,1
10194.305,1
10195.30,5
10195.301,1
10195.303,1
10195.304,2
10195.305,1
10196.30,2539
10196.40,515
10196.60,994
10197.30,162
10197.60,251
10198.60,463
10199.30,16
10199.301,1
10199.302,2
10199.303,1
10199.304,5
10199.305,7
10200.10,18
10200.30,9
10201.30,33
10201.301,5
10201.302,8
10201.303,7
10201.304,6
10201.305,7
10201.40,40
10201.401,6
10201.402,7
10201.403,11
10201.404,11
10201.405,5
10209.11,17
10209.113,6
10209.114,11
10210.30,90
10211,1
10214.30,4
10214.301,1
10214.302,1
10214.303,1
10214.305,1
10214.40,8
10214.401,4
10214.403,3
10214.404,1
10215,49
10216,195
10217,6
10218,23
10219,250
10220.01,307
10220.02,231
10220.03,380
10220.04,362
10222.02,440
10223,32
10224,137
10225.30,170
10225.45,170
10225.77,0
10225.91,170
10227,2631
10228.03,581
10229,138
10232,768
10233,1
10234.00,0
10236.00,0
10237.30,0
10238.30,0
10239.30,0
10240.60,0
10241.30,0
10242.60,0
10243.10,0
10244.30,0
10245.30,0
10245.60,0
10246.60,0
10247.00,206
10248.00,923
10248.20,755
10248.40,696
10248.50,675
10248.70,348
10248.77,422
10248.90,548
10249.00,188
10250.00,855
10251.00,1429
10252.00,122
10253.00,336
10254.00,400
10255.00,289
10256.40,513
10257.00,194
10259.00,4593
10260.00,2072
10261.40,24
10261.50,121
10262.10,678
10262.20,666
10262.30,913
10262.40,799
10262.50,574
10262.90,1100
10263.10,1330
10263.20,44
10263.30,2288
10263.40,1902
10263.50,1900
10263.90,2354
10264.20,415
10264.30,989
10264.40,1206
10264.50,276
10265.10,244
10265.20,341
10265.30,576
10265.40,602
10265.50,618
10265.90,298
10266.10,223
10266.11,309
10266.20,419
10266.30,805
10266.40,453
10266.50,393
10266.90,182
10267.10,180
10267.30,213
10267.40,351
10268.30,95
10268.301,18
10268.302,31
10268.303,46
10270.00,914
10271.00,1925
10272.00,6921
10273.30,532
10274.30,0
10274.60,0
10275.60,2
10276.60,0
10277.14,176
10277.40,13
10277.55,176
10278.85,0
10279.60,0
10281.00,0
10281.10,0
10281.60,0
10284.60,0
10285.00,0
10285.90,0
10287.85,0
10288.60,0
10290.10,0
10291.10,4
10292.00,0
10292.01,0
10293.00,0
10294.00,2
10294.01,0
10295.30,0
10296.10,0
10296.30,0
10296.85,0
10297.11,0
10297.80,0
10297.90,0
10298.44,0
10298.80,0
10298.90,0
10299.10,0
10299.40,0
10299.90,0
10306.01,201
10307.01,440
10310.01,1426
10310.02,284
10319.30,0
10320.10,815
10321.10,115
10324.30,90
10325,74
10326,44
10327,70
10328.45,259
10329.45,78
10329.450,19
10329.451,24
10329.452,15
10329.453,10
10329.454,10
10330.41,46
10332.20,348
10332.40,130
10332.50,566
10332.90,5
10333.01,148
10333.02,133
10333.03,104
10333.04,184
10334.00,176
10335.30,51
10335.301,8
10335.302,9
10335.303,11
10335.304,16
10335.305,7
10335.40,63
10335.401,7
10335.402,16
10335.403,12
10335.404,19
10335.405,9
10336.10,17
10336.103,5
10336.104,8
10336.105,4
10336.30,9
10336.302,1
10336.303,1
10336.304,6
10336.305,1
10337.00,191
10338.00,178
10339.00,162
10341.00,8
10341.11,16
10341.30,14
10343,24
10344,67
10345,458
10346,2
10347,122
10349,107
10350,111
10353,79
10354.41,64
10354.51,58
10354.61,12
10355.41,98
10355.51,30
10355.61,65
10356.41,94
10356.51,66
10356.61,95
10357.61,90
10358.61,64
10359.63,87
10360.63,135
10361.63,19
10362.63,1
10363.30,328
10364.11,230
10364.15,113
10364.20,94
10364.30,279
10364.40,159
10364.50,407
10364.60,303
10364.90,348
10365.00,469
10366.00,151
10367.30,104
10368,1514
10369,25
10370.10,995
10370.30,995
10370.40,989
10371.10,989
10371.30,990
10371.40,965
10372.10,821
10372.30,682
10372.40,663
10373.31,0
10373.32,13
10373.34,167
10373.35,0
10373.39,0
10374.40,451
10374.50,336
10374.80,105
10374.90,358
10375.31,58
10375.32,374
10375.34,245
10375.35,230
10376.60,836
10378.10,337
10378.30,770
10378.40,234
10380.20,40
10380.30,450
10380.40,390
10380.50,104
10380.90,70
10381.10,1545
10381.40,528
10381.55,424
10382.30,715
10382.40,547
10382.50,266
10382.60,250
10382.90,210
10383.30,1808
10383.60,209
10384,313
10385,1886
10386,1193
10388.10,186
10389.10,177
10390.20,40
10390.30,450
10390.40,939
10390.50,104
10392.20,314
10393.20,95
10394.20,1637
10394.40,2384
10394.50,1530
10394.96,2705
10395.10,772
10395.30,978
10395.40,1128
10396.10,888
10396.30,792
10396.40,877
10397.10,2261
10398,3156
10399.90,1545
10401.20,0
10402.10,779
10416.11,735
10417.11,822
10418.80,381
10420.10,592
10420.30,498
10420.40,1349
10421.30,2463
10422.30,2412
10422.40,2320
10422.50,1929
10428.10,2011
10428.15,1437
10428.60,988
10429.20,809
10429.30,824
10429.40,1583
10430.14,219
10431.14,270
10432.00,168
10433.00,161
10434.00,105
10435.00,104
10436.10,36
10437.10,41
10438.10,70
10440.00,0
10440.10,3
10441.10,1
10442.10,1664
10442.30,1886
10442.40,368
10443.10,2250
10443.30,979
10443.40,866
1044.40,267
10444.10,438
10444.11,45
10444.40,555
10444.55,346
10444.59,194
10444.60,237
10444.90,304
1044.50,111
10447.10,4921
10448.10,1
1044.90,108
10449.10,759
10449.11,682
10449.40,652
10449.50,699
10449.60,786
10450.10,507
10450.11,685
10450.40,992
10450.50,1111
10450.60,1196
10451.10,810
10451.11,344
10451.40,572
10451.50,1031
10451.60,688
10452.10,584
10452.102,201
10452.103,383
10452.11,667
10452.112,100
10452.113,567
10452.40,1549
10452.402,503
10452.403,1046
10452.50,861
10452.502,400
10452.503,461
10452.60,2669
10452.602,1998
10452.603,671
10453.14,535
10453.20,271
10453.40,818
10453.44,395
10453.50,335
10453.60,431
10453.82,327
10453.90,522
10453.94,597
1045.40,99
10454.30,177
10454.60,3899
10455.30,1347
10455.60,573
10456.30,1054
10456.60,1183
10457.60,450
10458.60,714
10459.11,228
10459.60,245
10460.11,14
10460.112,4
10460.113,10
10460.60,22
10460.601,8
10460.602,14
10461,287
10462.10,1706
10463.30,161
10465,347
10466,17
10471.13,1004
10472.13,1394
10474.30,7
10475,631
10476.00,0
10478.00,0
10481.00,0
10482.00,0
10483.00,1
10486.11,0
10486.14,0
10494.60,0
10496.11,0
10496.14,0
10497.11,0
10497.14,0
10499.60,0
10501.11,0
10501.14,0
10502.30,0
10504.60,0
10506.11,0
10506.14,0
10507.11,0
10507.14,0
10528.11,0
10528.14,0
10528.16,0
10532.11,0
10532.14,0
10535,779
10564.55,209
10565.55,485
10566.55,473
10567.55,0
10569.10,1
10570.40,5986
10570.50,1926
10570.60,5224
10571.11,4975
10571.30,5998
10571.40,4422
10571.50,2461
10572.55,2694
10573.10,1937
10573.40,1849
10574.30,314
10575,95
10576,5
10577,16
10578.60,0
10585.10,267
10585.30,1200
10585.40,1536
10585.50,0
10585.60,339
10587.55,0
10588.30,0
10589.30,0
10590.30,714
10591.30,427
10592.10,0
10592.11,0
10592.55,1
10592.90,0
10593.10,0
10593.11,0
10593.40,0
10594.10,0
10594.11,0
10594.40,0
10595.10,0
10595.11,3
10595.40,0
10596.10,0
10596.15,4
10596.50,0
10596.53,0
10596.55,0
10596.80,0
10596.81,0
10596.82,0
10597.10,0
10597.15,3
10597.55,0
10597.80,0
10598.14,0
10598.80,0
10599.14,0
10599.15,0
10600.10,1486
10600.40,2639
10600.50,1272
10600.60,2248
10601,1004
10602,1956
10603,1126
10604,929
10605.30,1929
10605.60,2459
10607.01,138
10607.02,908
10607.03,18
10607.04,250
10607.05,148
10607.06,35
10607.07,206
10607.08,229
10607.09,0
10607.10,257
10607.11,179
10607.12,219
10607.13,147
10607.14,35
10607.15,163
10608.01,43
10608.03,61
10608.04,76
10608.05,148
10608.06,74
10608.07,267
10608.08,34
10608.09,105
10608.10,27
10608.11,75
10608.12,19
10609,989
10610,984
10611.11,641
10611.40,697
10611.50,336
10612.11,985
10612.40,1234
10612.50,999
10613.11,1294
10613.40,1252
10613.50,1018
10614.11,1794
10614.112,393
10614.113,716
10614.114,685
10614.40,2751
10614.402,710
10614.403,968
10614.404,1073
10614.43,357
10614.432,357
10614.50,2116
10614.502,482
10614.503,698
10614.504,936
10615.11,1003
10615.40,1442
10615.50,992
10618.10,1
10620.20,341
10620.30,576
10620.40,453
10620.50,276
10621.30,104
10621.40,104
10621.50,104
10621.90,97
10622.10,0
10622.20,282
10622.40,934
10622.44,0
10622.50,433
10622.90,0
10623.30,824
10623.60,23
10624,965
10627.10,1696
10627.30,873
10628.30,1118
10628.40,2373
10628.50,1880
10628.55,754
10629.40,1066
10629.50,865
10629.55,626
10629.90,547
10630.40,217
10630.50,163
10630.90,196
10631.40,267
10631.50,111
10631.90,108
10632.10,0
10632.60,0
10632.80,0
10633.40,0
10633.55,0
10634.20,0
10634.90,0
10636.10,0
10636.59,0
10637.15,0
10638.14,0
10639.80,0
10639.90,0
10640.40,0
10641.10,0
10641.11,0
10642.10,0
10642.11,0
10642.15,0
10642.60,0
10643.10,0
10643.40,0
10643.50,0
10643.60,0
10643.80,0
10644.10,0
10644.40,0
10644.50,0
10644.60,0
10644.80,0
10645.10,0
10645.40,0
10645.50,0
10645.60,0
10645.80,0
10646.10,0
10646.40,0
10646.50,0
10646.60,0
10646.80,0
10647.10,0
10647.11,0
10647.50,0
10647.90,0
10648.10,0
10648.11,0
10648.40,0
10649.10,1
10649.11,0
10649.40,0
10650,688
10651.10,0
10651.15,0
10651.50,0
10651.80,1
10652.10,0
10652.15,0
10652.50,0
10652.80,1
10653.10,3
10653.11,3
10653.40,0
10654.10,0
10654.101,0
10654.102,0
10654.11,0
10654.111,0
10654.112,0
10654.40,0
10654.401,0
10654.402,0
10656.50,0
10657.40,0
10658.40,0
10659.15,0
10659.40,0
10660.80,0
10661.80,0
10662.40,0
10663.40,0
10664.80,0
10665.15,1
10666.30,0
10666.40,0
10666.50,0
10666.60,0
10666.80,0
10666.90,0
10667.40,0
10667.50,0
10667.80,0
10667.90,0
10668.40,0
10668.50,0
10668.80,0
10668.90,0
10669.14,0
10669.15,0
10670.50,0
10671.15,0
10672.50,0
10673.10,0
10675.60,0
10676.60,0
10677.00,383
10677.30,305
10678.14,1
10678.81,1
10679.26,0
10679.36,0
10679.46,0
10680.59,0
10681.42,0
10682.14,0
10683.60,0
10684.45,0
10684.51,0
10684.54,0
10685.15,0
10685.28,0
10686.14,0
10686.41,0
10687.40,0
10687.55,0
10687.57,1
10688.10,712
10688.14,681
10688.20,279
10688.30,712
10688.40,71
10688.44,712
10688.50,579
10689.10,411
10690.00,82
10691.11,8
10691.14,0
10691.20,0
10691.50,0
10691.90,0
10692.14,0
10692.15,0
10692.30,0
10692.50,0
10692.80,0
10693.11,0
10693.14,0
10693.20,0
10693.50,0
10693.60,0
10693.90,0
10694.11,1
10694.14,0
10694.20,0
10694.50,4
10694.60,3
10694.90,0
10695.11,5
10695.14,0
10695.15,0
10695.50,0
10695.70,0
10695.90,0
10696.10,0
10696.11,0
10696.30,0
10696.60,0
10697.14,0
10697.50,0
10697.60,0
10697.70,0
10697.80,0
10697.90,8
10698.30,1
10698.59,0
10699.11,0
10699.15,0
10699.59,0
10699.60,0
10700.30,0
10701.30,0
10702.30,2
10702.40,15
10702.50,0
10702.60,0
10703.30,0
10703.40,0
10703.50,0
10703.60,8
10732.15,1377
10733.55,170
10733.59,15
10734.10,5307
10734.13,2502
10734.30,1376
10734.40,3802
10734.50,4259
